date,value_mil,change_mil,winner
 SAT 06/08/02 ,31,5,yes
 WED 06/12/02 ,10,-21,no
 SAT 06/15/02 ,12,2,no
 WED 06/19/02 ,14,2,yes
 SAT 06/22/02 ,10,-4,no
 WED 06/26/02 ,12,2,no
 SAT 06/29/02 ,14,2,no
 WED 07/03/02 ,16,2,no
 SAT 07/06/02 ,22,6,no
 WED 07/10/02 ,27,5,no
 SAT 07/13/02 ,31,4,no
 WED 07/17/02 ,35,4,no
 SAT 07/20/02 ,41,6,yes
 WED 07/24/02 ,10,-31,no
 SAT 07/27/02 ,12,2,no
 WED 07/31/02 ,14,2,no
 SAT 08/03/02 ,17,3,no
 WED 08/07/02 ,22,5,no
 SAT 08/10/02 ,28,6,no
 WED 08/14/02 ,33,5,no
 SAT 08/17/02 ,38,5,no
 WED 08/21/02 ,43,5,no
 SAT 08/24/02 ,49,6,no
 WED 08/28/02 ,55,6,no
 SAT 08/31/02 ,63,8,no
 WED 09/04/02 ,70,7,no
 SAT 09/07/02 ,80,10,no
 WED 09/11/02 ,88,8,no
 SAT 09/14/02 ,100,12,yes
 WED 09/18/02 ,10,-90,no
 SAT 09/21/02 ,12,2,no
 WED 09/25/02 ,14,2,no
 SAT 09/28/02 ,18,4,no
 WED 10/02/02 ,22,4,no
 SAT 10/05/02 ,27,5,no
 WED 10/09/02 ,36,9,no
 SAT 10/12/02 ,44,8,no
 WED 10/16/02 ,51,7,no
 SAT 10/19/02 ,60,9,no
 WED 10/23/02 ,72,12,no
 SAT 10/26/02 ,84,12,yes
 WED 10/30/02 ,10,-74,no
 SAT 11/02/02 ,12,2,no
 WED 11/06/02 ,17,5,no
 SAT 11/09/02 ,23,6,no
 WED 11/13/02 ,29,6,no
 SAT 11/16/02 ,37,8,no
 WED 11/20/02 ,44,7,no
 SAT 11/23/02 ,52,8,no
 WED 11/27/02 ,60,8,no
 SAT 11/30/02 ,69,9,no
 WED 12/04/02 ,80,11,no
 SAT 12/07/02 ,90,10,no
 WED 12/11/02 ,106,16,no
 SAT 12/14/02 ,129,23,no
 WED 12/18/02 ,163,34,no
 SAT 12/21/02 ,216,53,no
 WED 12/25/02 ,315,99,yes
 SAT 12/28/02 ,10,-305,no
 WED 01/01/03 ,12,2,no
 SAT 01/04/03 ,23,11,no
 WED 01/08/03 ,29,6,no
 SAT 01/11/03 ,38,9,no
 WED 01/15/03 ,47,9,no
 SAT 01/18/03 ,57,10,no
 WED 01/22/03 ,67,10,no
 SAT 01/25/03 ,77,10,no
 WED 01/29/03 ,86,9,no
 SAT 02/01/03 ,100,14,yes
 WED 02/05/03 ,10,-90,no
 SAT 02/08/03 ,12,2,no
 WED 02/12/03 ,20,8,no
 SAT 02/15/03 ,27,7,no
 WED 02/19/03 ,34,7,no
 SAT 02/22/03 ,42,8,yes
 WED 02/26/03 ,10,-32,no
 SAT 03/01/03 ,12,2,no
 WED 03/05/03 ,17,5,no
 SAT 03/08/03 ,24,7,no
 WED 03/12/03 ,30,6,no
 SAT 03/15/03 ,38,8,no
 WED 03/19/03 ,45,7,no
 SAT 03/22/03 ,53,8,no
 WED 03/26/03 ,62,9,yes
 SAT 03/29/03 ,10,-52,no
 WED 04/02/03 ,12,2,no
 SAT 04/05/03 ,18,6,no
 WED 04/09/03 ,24,6,no
 SAT 04/12/03 ,30,6,no
 WED 04/16/03 ,37,7,no
 SAT 04/19/03 ,44,7,no
 WED 04/23/03 ,51,7,no
 SAT 04/26/03 ,59,8,no
 WED 04/30/03 ,67,8,no
 SAT 05/03/03 ,77,10,no
 WED 05/07/03 ,87,10,yes
 SAT 05/10/03 ,10,-77,no
 WED 05/14/03 ,12,2,no
 SAT 05/17/03 ,18,6,no
 WED 05/21/03 ,23,5,no
 SAT 05/24/03 ,29,6,no
 WED 05/28/03 ,35,6,no
 SAT 05/31/03 ,42,7,no
 WED 06/04/03 ,48,6,no
 SAT 06/07/03 ,57,9,no
 WED 06/11/03 ,65,8,no
 SAT 06/14/03 ,75,10,no
 WED 06/18/03 ,82,7,no
 SAT 06/21/03 ,95,13,no
 WED 06/25/03 ,110,15,no
 SAT 06/28/03 ,135,25,no
 WED 07/02/03 ,165,30,no
 SAT 07/05/03 ,200,35,no
 WED 07/09/03 ,261,61,yes
 SAT 07/12/03 ,10,-251,no
 WED 07/16/03 ,14,4,yes
 SAT 07/19/03 ,10,-4,no
 WED 07/23/03 ,12,2,no
 SAT 07/26/03 ,18,6,no
 WED 07/30/03 ,25,7,no
 SAT 08/02/03 ,33,8,no
 WED 08/06/03 ,42,9,no
 SAT 08/09/03 ,53,11,no
 WED 08/13/03 ,61,8,no
 SAT 08/16/03 ,72,11,no
 WED 08/20/03 ,85,13,no
 SAT 08/23/03 ,100,15,no
 WED 08/27/03 ,115,15,no
 SAT 08/30/03 ,140,25,yes
 WED 09/03/03 ,10,-130,no
 SAT 09/06/03 ,12,2,no
 WED 09/10/03 ,20,8,no
 SAT 09/13/03 ,28,8,no
 WED 09/17/03 ,35,7,no
 SAT 09/20/03 ,43,8,no
 WED 09/24/03 ,50,7,no
 SAT 09/27/03 ,60,10,no
 WED 10/01/03 ,69,9,no
 SAT 10/04/03 ,79,10,no
 WED 10/08/03 ,88,9,no
 SAT 10/11/03 ,102,14,no
 WED 10/15/03 ,117,15,no
 SAT 10/18/03 ,140,23,no
 WED 10/22/03 ,162,22,no
 SAT 10/25/03 ,190,28,yes
 WED 10/29/03 ,10,-180,no
 SAT 11/01/03 ,10,0,no
 WED 11/05/03 ,12,2,yes
 SAT 11/08/03 ,10,-2,no
 WED 11/12/03 ,12,2,no
 SAT 11/15/03 ,19,7,no
 WED 11/19/03 ,25,6,no
 SAT 11/22/03 ,33,8,no
 WED 11/26/03 ,40,7,no
 SAT 11/29/03 ,48,8,no
 WED 12/03/03 ,57,9,no
 SAT 12/06/03 ,66,9,no
 WED 12/10/03 ,76,10,no
 SAT 12/13/03 ,88,12,no
 WED 12/17/03 ,100,12,no
 SAT 12/20/03 ,116,16,no
 WED 12/24/03 ,137,21,no
 SAT 12/27/03 ,170,33,no
 WED 12/31/03 ,221,51,yes
 SAT 01/03/04 ,10,-211,no
 WED 01/07/04 ,13,3,no
 SAT 01/10/04 ,21,8,no
 WED 01/14/04 ,29,8,no
 SAT 01/17/04 ,37,8,no
 WED 01/21/04 ,46,9,no
 SAT 01/24/04 ,55,9,no
 WED 01/28/04 ,64,9,no
 SAT 01/31/04 ,74,10,no
 WED 02/04/04 ,85,11,yes
 SAT 02/07/04 ,10,-75,no
 WED 02/11/04 ,13,3,no
 SAT 02/14/04 ,20,7,no
 WED 02/18/04 ,26,6,no
 SAT 02/21/04 ,35,9,no
 WED 02/25/04 ,43,8,no
 SAT 02/28/04 ,52,9,no
 WED 03/03/04 ,61,9,no
 SAT 03/06/04 ,70,9,no
 WED 03/10/04 ,79,9,no
 SAT 03/13/04 ,90,11,yes
 WED 03/17/04 ,10,-80,no
 SAT 03/20/04 ,12,2,no
 WED 03/24/04 ,18,6,no
 SAT 03/27/04 ,25,7,no
 WED 03/31/04 ,31,6,no
 SAT 04/03/04 ,39,8,no
 WED 04/07/04 ,47,8,no
 SAT 04/10/04 ,57,10,no
 WED 04/14/04 ,65,8,no
 SAT 04/17/04 ,75,10,no
 WED 04/21/04 ,90,15,no
 SAT 04/24/04 ,103,13,no
 WED 04/28/04 ,120,17,no
 SAT 05/01/04 ,145,25,no
 WED 05/05/04 ,170,25,no
 SAT 05/08/04 ,212,42,yes
 WED 05/12/04 ,10,-202,no
 SAT 05/15/04 ,15,5,no
 WED 05/19/04 ,24,9,no
 SAT 05/22/04 ,33,9,no
 WED 05/26/04 ,41,8,no
 SAT 05/29/04 ,51,10,yes
 WED 06/02/04 ,10,-41,no
 SAT 06/05/04 ,14,4,no
 WED 06/09/04 ,21,7,no
 SAT 06/12/04 ,30,9,no
 WED 06/16/04 ,38,8,no
 SAT 06/19/04 ,47,9,no
 WED 06/23/04 ,55,8,no
 SAT 06/26/04 ,67,12,yes
 WED 06/30/04 ,10,-57,no
 SAT 07/03/04 ,13,3,no
 WED 07/07/04 ,21,8,yes
 SAT 07/10/04 ,10,-11,no
 WED 07/14/04 ,13,3,no
 SAT 07/17/04 ,21,8,no
 WED 07/21/04 ,27,6,no
 SAT 07/24/04 ,36,9,no
 WED 07/28/04 ,44,8,no
 SAT 07/31/04 ,54,10,no
 WED 08/04/04 ,63,9,no
 SAT 08/07/04 ,76,13,no
 WED 08/11/04 ,84,8,no
 SAT 08/14/04 ,97,13,yes
 WED 08/18/04 ,10,-87,no
 SAT 08/21/04 ,14,4,no
 WED 08/25/04 ,21,7,no
 SAT 08/28/04 ,28,7,no
 WED 09/01/04 ,36,8,no
 SAT 09/04/04 ,45,9,no
 WED 09/08/04 ,54,9,no
 SAT 09/11/04 ,64,10,no
 WED 09/15/04 ,72,8,no
 SAT 09/18/04 ,84,12,no
 WED 09/22/04 ,95,11,no
 SAT 09/25/04 ,110,15,no
 WED 09/29/04 ,128,18,no
 SAT 10/02/04 ,151,23,no
 WED 10/06/04 ,177,26,no
 SAT 10/09/04 ,215,38,yes
 WED 10/13/04 ,10,-205,no
 SAT 10/16/04 ,15,5,yes
 WED 10/20/04 ,10,-5,no
 SAT 10/23/04 ,13,3,no
 WED 10/27/04 ,20,7,no
 SAT 10/30/04 ,28,8,no
 WED 11/03/04 ,35,7,no
 SAT 11/06/04 ,44,9,no
 WED 11/10/04 ,52,8,no
 SAT 11/13/04 ,63,11,no
 WED 11/17/04 ,72,9,no
 SAT 11/20/04 ,83,11,no
 WED 11/24/04 ,95,12,no
 SAT 11/27/04 ,110,15,no
 WED 12/01/04 ,127,17,no
 SAT 12/04/04 ,145,18,no
 WED 12/08/04 ,171,26,yes
 SAT 12/11/04 ,10,-161,no
 WED 12/15/04 ,14,4,no
 SAT 12/18/04 ,23,9,no
 WED 12/22/04 ,30,7,yes
 SAT 12/25/04 ,10,-20,no
 WED 12/29/04 ,13,3,no
 SAT 01/01/05 ,21,8,no
 WED 01/05/05 ,28,7,no
 SAT 01/08/05 ,37,9,yes
 WED 01/12/05 ,10,-27,no
 SAT 01/15/05 ,14,4,no
 WED 01/19/05 ,19,5,no
 SAT 01/22/05 ,26,7,yes
 WED 01/26/05 ,10,-16,no
 SAT 01/29/05 ,12,2,no
 WED 02/02/05 ,18,6,no
 SAT 02/05/05 ,25,7,no
 WED 02/09/05 ,32,7,no
 SAT 02/12/05 ,41,9,yes
 WED 02/16/05 ,10,-31,no
 SAT 02/19/05 ,12,2,no
 WED 02/23/05 ,18,6,yes
 SAT 02/26/05 ,10,-8,no
 WED 03/02/05 ,12,2,no
 SAT 03/05/05 ,19,7,yes
 WED 03/09/05 ,10,-9,no
 SAT 03/12/05 ,12,2,no
 WED 03/16/05 ,18,6,yes
 SAT 03/19/05 ,10,-8,no
 WED 03/23/05 ,12,2,no
 SAT 03/26/05 ,19,7,no
 WED 03/30/05 ,25,6,yes
 SAT 04/02/05 ,10,-15,no
 WED 04/06/05 ,12,2,no
 SAT 04/09/05 ,19,7,no
 WED 04/13/05 ,25,6,no
 SAT 04/16/05 ,32,7,no
 WED 04/20/05 ,39,7,no
 SAT 04/23/05 ,47,8,no
 WED 04/27/05 ,54,7,no
 SAT 04/30/05 ,63,9,no
 WED 05/04/05 ,72,9,no
 SAT 05/07/05 ,83,11,no
 WED 05/11/05 ,96,13,no
 SAT 05/14/05 ,111,15,no
 WED 05/18/05 ,129,18,no
 SAT 05/21/05 ,155,26,no
 WED 05/25/05 ,180,25,no
 SAT 05/28/05 ,215,35,yes
 WED 06/01/05 ,10,-205,no
 SAT 06/04/05 ,13,3,no
 WED 06/08/05 ,20,7,no
 SAT 06/11/05 ,28,8,no
 WED 06/15/05 ,34,6,no
 SAT 06/18/05 ,43,9,no
 WED 06/22/05 ,52,9,no
 SAT 06/25/05 ,62,10,yes
 WED 06/29/05 ,10,-52,no
 SAT 07/02/05 ,10,0,no
 WED 07/06/05 ,13,3,no
 SAT 07/09/05 ,18,5,no
 WED 07/13/05 ,23,5,no
 SAT 07/16/05 ,31,8,no
 WED 07/20/05 ,38,7,no
 SAT 07/23/05 ,46,8,no
 WED 07/27/05 ,53,7,no
 SAT 07/30/05 ,62,9,no
 WED 08/03/05 ,70,8,no
 SAT 08/06/05 ,82,12,no
 WED 08/10/05 ,92,10,yes
 SAT 08/13/05 ,10,-82,no
 WED 08/17/05 ,13,3,no
 SAT 08/20/05 ,19,6,no
 WED 08/24/05 ,25,6,no
 SAT 08/27/05 ,32,7,no
 WED 08/31/05 ,44,12,no
 SAT 09/03/05 ,53,9,no
 WED 09/07/05 ,60,7,no
 SAT 09/10/05 ,70,10,no
 WED 09/14/05 ,80,10,no
 SAT 09/17/05 ,92,12,no
 WED 09/21/05 ,108,16,no
 SAT 09/24/05 ,126,18,no
 WED 09/28/05 ,148,22,no
 SAT 10/01/05 ,167,19,no
 WED 10/05/05 ,180,13,no
 SAT 10/08/05 ,205,25,no
 WED 10/12/05 ,240,35,no
 SAT 10/15/05 ,300,60,no
 WED 10/19/05 ,340,40,yes
 SAT 10/22/05 ,15,-325,no
 WED 10/26/05 ,20,5,no
 SAT 10/29/05 ,27,7,no
 WED 11/02/05 ,36,9,yes
 SAT 11/05/05 ,15,-21,no
 WED 11/09/05 ,20,5,no
 SAT 11/12/05 ,25,5,no
 WED 11/16/05 ,31,6,no
 SAT 11/19/05 ,40,9,no
 WED 11/23/05 ,47,7,no
 SAT 11/26/05 ,57,10,no
 WED 11/30/05 ,66,9,no
 SAT 12/03/05 ,75,9,no
 WED 12/07/05 ,87,12,no
 SAT 12/10/05 ,100,13,no
 WED 12/14/05 ,112,12,yes
 SAT 12/17/05 ,15,-97,no
 WED 12/21/05 ,20,5,no
 SAT 12/24/05 ,25,5,no
 WED 12/28/05 ,30,5,no
 SAT 12/31/05 ,41,11,no
 WED 01/04/06 ,47,6,no
 SAT 01/07/06 ,57,10,no
 WED 01/11/06 ,65,8,no
 SAT 01/14/06 ,76,11,no
 WED 01/18/06 ,87,11,no
 SAT 01/21/06 ,101,14,no
 WED 01/25/06 ,115,14,no
 SAT 01/28/06 ,135,20,no
 WED 02/01/06 ,156,21,no
 SAT 02/04/06 ,180,24,no
 WED 02/08/06 ,210,30,no
 SAT 02/11/06 ,250,40,no
 WED 02/15/06 ,300,50,no
 SAT 02/18/06 ,365,65,yes
 WED 02/22/06 ,15,-350,no
 SAT 02/25/06 ,20,5,no
 WED 03/01/06 ,27,7,no
 SAT 03/04/06 ,38,11,no
 WED 03/08/06 ,50,12,no
 SAT 03/11/06 ,62,12,no
 WED 03/15/06 ,75,13,no
 SAT 03/18/06 ,88,13,no
 WED 03/22/06 ,101,13,no
 SAT 03/25/06 ,117,16,no
 WED 03/29/06 ,135,18,no
 SAT 04/01/06 ,152,17,no
 WED 04/05/06 ,174,22,no
 SAT 04/08/06 ,195,21,no
 WED 04/12/06 ,220,25,yes
 SAT 04/15/06 ,15,-205,no
 WED 04/19/06 ,20,5,no
 SAT 04/22/06 ,28,8,no
 WED 04/26/06 ,37,9,no
 SAT 04/29/06 ,49,12,no
 WED 05/03/06 ,61,12,no
 SAT 05/06/06 ,73,12,no
 WED 05/10/06 ,85,12,no
 SAT 05/13/06 ,100,15,no
 WED 05/17/06 ,114,14,yes
 SAT 05/20/06 ,15,-99,no
 WED 05/24/06 ,20,5,no
 SAT 05/27/06 ,28,8,no
 WED 05/31/06 ,38,10,no
 SAT 06/03/06 ,48,10,no
 WED 06/07/06 ,60,12,no
 SAT 06/10/06 ,73,13,no
 WED 06/14/06 ,86,13,no
 SAT 06/17/06 ,100,14,yes
 WED 06/21/06 ,15,-85,no
 SAT 06/24/06 ,20,5,no
 WED 06/28/06 ,28,8,no
 SAT 07/01/06 ,40,12,no
 WED 07/05/06 ,50,10,no
 SAT 07/08/06 ,62,12,no
 WED 07/12/06 ,73,11,no
 SAT 07/15/06 ,86,13,no
 WED 07/19/06 ,100,14,no
 SAT 07/22/06 ,116,16,no
 WED 07/26/06 ,135,19,no
 SAT 07/29/06 ,155,20,no
 WED 08/02/06 ,178,23,no
 SAT 08/05/06 ,204,26,yes
 WED 08/09/06 ,15,-189,no
 SAT 08/12/06 ,20,5,no
 WED 08/16/06 ,29,9,no
 SAT 08/19/06 ,40,11,no
 WED 08/23/06 ,51,11,no
 SAT 08/26/06 ,64,13,no
 WED 08/30/06 ,75,11,no
 SAT 09/02/06 ,89,14,no
 WED 09/06/06 ,102,13,no
 SAT 09/09/06 ,119,17,no
 WED 09/13/06 ,137,18,no
 SAT 09/16/06 ,157,20,no
 WED 09/20/06 ,179,22,no
 SAT 09/23/06 ,203,24,yes
 WED 09/27/06 ,15,-188,no
 SAT 09/30/06 ,15,0,no
 WED 10/04/06 ,15,0,no
 SAT 10/07/06 ,20,5,no
 WED 10/11/06 ,27,7,no
 SAT 10/14/06 ,37,10,no
 WED 10/18/06 ,47,10,no
 SAT 10/21/06 ,59,12,no
 WED 10/25/06 ,70,11,no
 SAT 10/28/06 ,83,13,no
 WED 11/01/06 ,93,10,yes
 SAT 11/04/06 ,15,-78,no
 WED 11/08/06 ,20,5,no
 SAT 11/11/06 ,27,7,no
 WED 11/15/06 ,35,8,no
 SAT 11/18/06 ,45,10,no
 WED 11/22/06 ,54,9,no
 SAT 11/25/06 ,64,10,no
 WED 11/29/06 ,74,10,yes
 SAT 12/02/06 ,15,-59,no
 WED 12/06/06 ,20,5,no
 SAT 12/09/06 ,25,5,no
 WED 12/13/06 ,33,8,no
 SAT 12/16/06 ,43,10,no
 WED 12/20/06 ,53,10,no
 SAT 12/23/06 ,65,12,no
 WED 12/27/06 ,75,10,no
 SAT 12/30/06 ,88,13,no
 WED 01/03/07 ,100,12,no
 SAT 01/06/07 ,115,15,no
 WED 01/10/07 ,131,16,no
 SAT 01/13/07 ,155,24,no
 WED 01/17/07 ,180,25,no
 SAT 01/20/07 ,205,25,no
 WED 01/24/07 ,240,35,yes
 SAT 01/27/07 ,15,-225,no
 WED 01/31/07 ,15,0,no
 SAT 02/03/07 ,20,5,no
 WED 02/07/07 ,27,7,no
 SAT 02/10/07 ,37,10,no
 WED 02/14/07 ,46,9,no
 SAT 02/17/07 ,58,12,no
 WED 02/21/07 ,67,9,no
 SAT 02/24/07 ,78,11,no
 WED 02/28/07 ,90,12,no
 SAT 03/03/07 ,105,15,no
 WED 03/07/07 ,120,15,no
 SAT 03/10/07 ,142,22,no
 WED 03/14/07 ,165,23,no
 SAT 03/17/07 ,183,18,yes
 WED 03/21/07 ,15,-168,no
 SAT 03/24/07 ,20,5,no
 WED 03/28/07 ,30,10,no
 SAT 03/31/07 ,41,11,yes
 WED 04/04/07 ,15,-26,no
 SAT 04/07/07 ,15,0,no
 WED 04/11/07 ,20,5,no
 SAT 04/14/07 ,27,7,no
 WED 04/18/07 ,36,9,no
 SAT 04/21/07 ,47,11,no
 WED 04/25/07 ,57,10,no
 SAT 04/28/07 ,68,11,yes
 WED 05/02/07 ,15,-53,no
 SAT 05/05/07 ,20,5,no
 WED 05/09/07 ,25,5,no
 SAT 05/12/07 ,34,9,no
 WED 05/16/07 ,43,9,no
 SAT 05/19/07 ,53,10,no
 WED 05/23/07 ,63,10,yes
 SAT 05/26/07 ,15,-48,no
 WED 05/30/07 ,20,5,no
 SAT 06/02/07 ,25,5,no
 WED 06/06/07 ,32,7,no
 SAT 06/09/07 ,43,11,no
 WED 06/13/07 ,54,11,no
 SAT 06/16/07 ,66,12,no
 WED 06/20/07 ,76,10,no
 SAT 06/23/07 ,89,13,no
 WED 06/27/07 ,103,14,yes
 SAT 06/30/07 ,15,-88,no
 WED 07/04/07 ,20,5,no
 SAT 07/07/07 ,27,7,no
 WED 07/11/07 ,36,9,no
 SAT 07/14/07 ,50,14,no
 WED 07/18/07 ,60,10,no
 SAT 07/21/07 ,72,12,no
 WED 07/25/07 ,82,10,no
 SAT 07/28/07 ,94,12,no
 WED 08/01/07 ,105,11,no
 SAT 08/04/07 ,123,18,no
 WED 08/08/07 ,141,18,no
 SAT 08/11/07 ,161,20,no
 WED 08/15/07 ,181,20,no
 SAT 08/18/07 ,210,29,no
 WED 08/22/07 ,245,35,no
 SAT 08/25/07 ,300,55,yes
 WED 08/29/07 ,15,-285,no
 SAT 09/01/07 ,20,5,no
 WED 09/05/07 ,29,9,yes
 SAT 09/08/07 ,15,-14,no
 WED 09/12/07 ,20,5,no
 SAT 09/15/07 ,29,9,no
 WED 09/19/07 ,38,9,no
 SAT 09/22/07 ,48,10,no
 WED 09/26/07 ,61,13,yes
 SAT 09/29/07 ,15,-46,no
 WED 10/03/07 ,15,0,no
 SAT 10/06/07 ,15,0,no
 WED 10/10/07 ,20,5,yes
 SAT 10/13/07 ,15,-5,no
 WED 10/17/07 ,20,5,no
 SAT 10/20/07 ,26,6,no
 WED 10/24/07 ,34,8,no
 SAT 10/27/07 ,43,9,no
 WED 10/31/07 ,51,8,no
 SAT 11/03/07 ,62,11,no
 WED 11/07/07 ,71,9,no
 SAT 11/10/07 ,82,11,no
 WED 11/14/07 ,95,13,no
 SAT 11/17/07 ,109,14,no
 WED 11/21/07 ,120,11,no
 SAT 11/24/07 ,137,17,no
 WED 11/28/07 ,155,18,yes
 SAT 12/01/07 ,15,-140,no
 WED 12/05/07 ,20,5,no
 SAT 12/08/07 ,26,6,no
 WED 12/12/07 ,33,7,yes
 SAT 12/15/07 ,15,-18,no
 WED 12/19/07 ,20,5,no
 SAT 12/22/07 ,25,5,no
 WED 12/26/07 ,32,7,no
 SAT 12/29/07 ,42,10,no
 WED 01/02/08 ,52,10,no
 SAT 01/05/08 ,63,11,no
 WED 01/09/08 ,71,8,no
 SAT 01/12/08 ,83,12,no
 WED 01/16/08 ,95,12,yes
 SAT 01/19/08 ,15,-80,no
 WED 01/23/08 ,20,5,no
 SAT 01/26/08 ,25,5,no
 WED 01/30/08 ,33,8,no
