whiteballs
14
28
26
11
22
36
46
19
18
28
6
13
31
8
22
25
29
23
24
24
25
12
11
21
40
17
7
7
9
19
19
17
10
17
7
47
6
12
9
10
26
33
23
6
36
23
5
9
31
29
18
12
25
26
9
20
10
25
24
36
28
35
24
20
28
15
8
14
2
12
23
12
17
25
44
9
17
3
12
8
7
14
15
5
19
28
33
3
13
21
14
26
39
6
25
7
9
15
29
31
33
32
20
16
24
27
7
30
18
33
9
6
20
12
18
34
25
3
15
17
10
28
30
26
8
12
37
8
8
32
24
28
16
29
14
6
25
23
14
11
4
18
16
19
7
26
30
10
28
3
11
19
39
16
36
49
17
24
30
15
44
13
31
15
12
10
27
18
15
9
4
16
12
19
24
11
36
10
13
24
9
36
52
29
30
19
37
35
51
14
33
37
20
45
39
24
32
17
31
40
49
32
22
41
53
25
25
40
34
52
23
29
40
10
24
14
40
27
13
18
31
45
32
43
14
44
27
23
35
30
38
20
17
30
26
22
36
33
12
29
27
21
22
39
20
21
37
36
27
51
30
37
32
32
15
20
16
25
27
39
23
11
48
53
38
21
37
11
27
25
10
18
19
44
38
18
37
32
26
23
22
51
34
36
45
33
41
39
36
21
34
36
17
50
31
28
12
40
20
26
11
42
34
41
32
39
44
34
47
40
15
27
27
32
18
13
40
31
43
38
39
44
27
38
22
19
39
45
18
24
11
19
48
38
27
41
41
21
54
36
35
31
23
47
25
35
52
18
22
42
22
48
12
50
23
43
35
23
24
35
23
21
40
34
39
57
36
25
17
35
39
34
33
20
33
46
49
15
30
27
25
46
24
29
36
34
43
28
41
17
43
38
37
32
50
17
42
11
45
45
17
41
49
53
35
29
36
33
17
42
16
39
20
29
40
33
20
11
35
21
35
26
41
24
17
33
45
14
15
29
41
40
20
35
29
36
32
20
38
35
13
48
48
11
39
46
41
31
7
49
21
26
34
36
26
8
18
39
28
36
34
29
25
10
28
21
34
31
9
45
50
30
27
24
37
22
19
19
26
25
40
20
35
23
50
28
49
20
21
28
29
24
26
32
33
36
16
25
46
19
31
20
13
23
40
28
21
17
31
43
26
8
8
40
31
36
30
31
48
31
26
26
19
26
14
35
19
17
33
33
22
23
40
47
23
33
30
29
35
45
22
34
27
40
40
39
36
30
14
17
46
42
25
9
25
26
22
33
25
22
45
17
52
25
17
19
26
28
54
31
34
40
24
10
37
50
37
23
43
50
44
11
32
13
32
37
40
38
44
40
37
39
33
9
19
7
18
28
15
32
34
49
14
35
13
17
25
9
24
28
34
23
31
41
12
19
26
44
45
42
29
29
22
11
16
31
41
39
39
34
28
28
31
10
35
25
42
29
37
25
34
45
36
42
7
18
25
12
30
42
44
24
31
39
17
21
35
26
31
43
31
39
16
36
30
21
35
18
24
31
37
19
27
40
51
48
13
19
33
51
33
38
53
22
30
32
22
48
28
38
19
46
11
37
43
47
19
10
23
15
20
35
16
51
21
25
44
29
37
54
37
40
26
41
50
53
45
41
41
31
48
44
39
44
45
52
44
52
38
41
49
56
28
49
47
41
53
28
55
47
13
28
39
48
32
35
29
50
47
38
47
52
48
28
38
37
51
46
25
41
37
31
23
50
47
22
31
32
40
33
51
36
34
39
52
35
52
36
41
42
34
16
39
20
53
36
45
34
40
51
54
53
32
47
12
31
41
19
32
33
46
50
20
47
38
33
40
23
56
45
47
49
53
56
42
48
23
37
39
21
51
42
40
41
48
27
28
19
56
43
55
53
49
45
36
48
44
32
29
47
43
40
42
49
42
51
46
41
45
36
41
38
46
41
57
29
50
23
32
50
40
38
51
47
28
57
41
50
48
28
49
54
47
53
27
32
50
32
52
27
51
27
46
37
43
38
52
30
39
51
39
40
58
51
39
28
57
45
35
43
39
41
52
51
31
51
41
28
47
38
45
38
44
44
29
54
34
45
39
52
52
56
39
53
23
47
46
20
46
55
55
37
50
54
45
20
44
19
46
42
34
57
38
44
55
53
28
46
53
49
52
29
48
56
33
16
56
44
46
41
39
39
49
37
23
54
38
36
56
53
15
46
51
55
47
20
54
44
42
44
48
43
39
40
41
29
55
36
35
26
23
31
23
36
45
30
52
54
44
58
30
44
23
36
27
40
36
44
23
39
43
52
35
51
27
23
32
34
43
41
47
40
38
36
27
50
25
39
34
41
41
46
32
44
43
52
48
46
12
29
52
56
48
39
56
54
54
36
30
23
34
22
41
21
49
53
36
26
42
48
52
33
39
53
40
36
55
35
38
38
44
53
49
42
58
37
43
54
46
45
19
40
45
26
42
37
32
54
49
53
42
39
33
57
34
56
34
49
49
27
15
49
55
44
32
52
55
45
31
45
18
33
39
45
39
51
48
41
47
48
24
31
9
55
32
27
57
37
52
21
49
14
38
30
26
32
37
51
34
55
44
27
22
33
48
54
44
35
36
30
19
46
48
47
52
47
39
49
32
34
22
58
33
45
52
41
50
43
53
57
55
23
26
45
22
38
49
46
28
34
40
48
38
36
45
52
45
43
40
37
48
37
24
52
20
25
46
38
27
36
42
54
57
25
21
38
52
35
48
54
46
42
46
43
54
43
47
31
47
14
40
46
49
28
41
27
28
29
36
26
52
34
39
45
32
52
59
38
51
36
54
57
58
49
59
50
36
55
45
49
52
54
59
52
58
52
49
55
57
44
58
57
57
58
36
58
57
20
41
43
59
49
38
36
54
48
57
48
53
56
56
42
45
58
59
27
57
53
52
52
58
55
27
36
56
51
42
57
59
43
49
55
42
55
47
46
49
46
28
59
46
59
49
50
38
44
54
59
57
37
54
20
42
58
20
45
43
47
52
37
54
40
52
48
37
59
51
58
52
57
59
51
52
48
42
49
45
58
48
48
47
53
46
32
33
58
45
56
56
50
55
43
58
55
41
41
55
45
44
49
50
50
55
56
58
53
50
43
41
59
57
59
51
55
31
54
54
42
48
59
55
49
59
46
58
52
47
53
58
57
54
54
53
59
43
55
44
53
43
54
45
47
43
58
58
55
56
46
43
59
56
51
30
59
55
47
45
40
59
56
59
54
52
45
40
50
39
47
41
50
45
47
59
59
56
51
57
56
59
51
54
26
49
47
41
59
58
56
47
58
58
49
30
47
24
49
51
43
58
50
59
56
58
43
51
59
59
56
45
59
57
57
27
57
53
58
44
56
59
55
46
57
56
46
50
58
55
28
51
56
59
55
49
56
49
51
48
56
48
50
42
42
57
59
59
43
49
42
44
50
56
48
54
58
55
58
59
39
50
29
46
38
53
44
55
30
44
54
55
53
54
59
47
51
38
45
49
52
41
41
58
43
58
32
41
48
56
45
52
38
53
54
53
52
55
35
39
53
57
58
48
59
55
55
40
57
43
41
52
57
27
57
59
55
32
55
55
57
57
46
56
51
52
59
37
42
58
54
58
59
45
59
58
51
56
48
59
32
56
47
45
52
44
35
58
53
54
51
40
38
58
42
57
47
56
54
40
49
56
56
59
45
55
57
57
44
48
19
41
40
51
56
56
52
58
58
54
29
38
55
57
47
38
59
54
57
23
54
54
42
47
54
41
54
58
43
58
59
38
53
34
49
55
59
51
48
33
50
49
49
55
55
49
58
55
59
48
49
59
49
54
59
54
53
56
58
58
57
51
32
53
31
39
53
47
49
51
52
59
40
52
46
59
51
50
43
53
50
39
41
54
45
33
50
39
28
54
50
57
59
38
42
54
55
51
51
57
54
48
54
49
55
55
48
56
50
36
53
55
59
29
53
36
57
33
49
50
56
58
54
51
49
